#Model files used:	unknown
#Model used:	TIEGCM
#Coordinates:	GDZ	sph
#utc_time	c1	c2	c3
#[s]	[R_E]	[R_E]	[R_E]
1679612447.027000	-55.342133	15.728612	107.000000
1679612489.733000	-54.319794	18.163330	107.000000
1679612560.357000	-52.715210	21.559389	107.000000
1679612620.491000	-50.987915	24.779602	107.000000
1679612691.275000	-48.979401	28.025124	107.000000
1679612733.589000	-47.447083	30.233990	107.000000
1679612804.658000	-45.003204	33.314995	107.000000
1679612850.694000	-42.977203	35.540321	106.999992
1679612919.840000	-40.088135	38.307625	107.000000
1679612963.610000	-37.748901	40.235054	107.000000
1679613033.000000	-34.238037	42.703560	107.000000
1679613094.294000	-30.335999	44.961102	107.000008
1679613163.901000	-26.023926	46.983932	107.000008
1679613207.246000	-22.646851	48.264465	107.000000
1679613277.104000	-17.627777	49.767311	107.000000
1679613323.471000	-13.534546	50.687199	107.000000
1679613393.254000	-7.936005	51.550789	107.000000
1679613436.358000	-3.797363	51.926575	107.000000
1679613506.196000	2.067955	52.099319	107.000000
1679613567.182000	7.862222	51.849701	107.000000
1679613636.982000	13.577904	51.191059	107.000000
1679613680.249000	17.541397	50.487293	106.999992
1679613749.907000	22.755878	49.172501	107.000000
1679613796.463000	26.533249	47.943279	107.000000
1679613865.972000	31.058527	46.070896	107.000000
1679613909.580000	34.097588	44.548965	107.000000
1679613978.836000	37.913155	42.249878	107.000000
1679614111.834000	44.724998	36.780876	107.000000
1679614180.868000	47.442326	33.945511	107.000000
1679614224.186000	49.250038	31.793789	107.000000
1679614294.909000	51.542732	28.666897	107.000008
1679614340.411000	53.088593	26.265596	107.000000
1679614411.037000	54.962677	22.974918	107.000000
1679614453.717000	56.155323	20.602047	107.000000
1679614524.152000	57.743008	17.214447	107.000000
1679614584.836000	59.077332	13.811252	107.000000
1679614655.147000	60.313118	10.297770	107.000000
1679614698.062000	61.109299	7.770246	107.000000
1679614768.397000	62.128860	4.180409	107.000000
1679614814.181000	62.819542	1.448958	107.000000
1679614884.789000	63.654011	-2.214456	107.000000
1679614927.430000	64.184387	-4.813790	107.000000
1679614998.173000	64.851059	-8.533297	107.000000
1679615058.217000	65.416443	-12.139923	107.000000
1679615129.365000	65.921143	-15.921556	107.000000
1679615172.215000	66.227074	-18.584272	107.000000
1679615241.760000	66.584305	-22.301470	107.000000
1679615288.372000	66.805977	-25.194525	107.000000
1679615358.430000	67.017448	-28.965437	107.000000
1679615401.343000	67.132812	-31.652327	107.000000
1679615471.861000	67.194733	-35.464577	106.999992
1679615531.891000	67.160606	-39.145798	107.000000
1679615603.042000	67.022423	-43.000626	107.000000
1679615645.553000	66.842369	-45.674034	107.000000
1679615715.358000	66.469673	-49.450729	107.000000
1679615761.418000	66.043900	-52.327785	107.000000
1679615831.974000	65.294502	-56.131645	107.000000
1679615874.117000	64.611954	-58.762924	107.000000
1679615945.014000	63.262272	-62.566685	107.000000
1679616032.132000	60.490650	-67.693565	107.000000
1679616101.705000	57.376991	-71.321159	107.000008
1679616144.488000	54.213814	-73.851128	107.000000
1679616214.522000	47.472374	-77.284546	107.000000
1679616260.597000	39.321571	-79.683289	106.999992
1679616330.747000	21.172630	-82.273697	107.000000
1679616373.117000	1.361008	-83.312698	107.000000
1679616443.385000	-31.119598	-83.009476	107.000000
1679616503.856000	-53.845917	-80.972107	107.000000
1679616573.977000	-66.948090	-77.973198	107.000000
1679616616.474000	-72.641663	-75.622406	107.000000
1679616686.428000	-77.901581	-72.102646	107.000000
1679616732.875000	-80.647827	-69.339508	107.000000
1679616802.393000	-83.154388	-65.677261	107.000000
1679616845.523000	-84.500610	-63.023064	107.000000
1679616914.701000	-85.845734	-59.324772	107.000000
1679616975.568000	-86.831940	-55.619106	107.000000
1679617046.157000	-87.539612	-51.808846	107.000000
1679617088.591000	-87.912231	-49.145527	107.000000
1679617158.621000	-88.265045	-45.358608	107.000000
1679617205.037000	-88.454224	-42.453461	107.000000
1679617274.426000	-88.570068	-38.703526	107.000000
1679617318.143000	-88.598419	-35.963531	107.000000
1679617386.958000	-88.543854	-32.254696	107.000000
1679617448.248000	-88.406921	-28.498100	106.999992
1679617518.422000	-88.169495	-24.736027	107.000000
1679617561.669000	-87.968567	-22.036114	107.000000
1679617631.240000	-87.597900	-18.315231	107.000008
1679617678.183000	-87.263977	-15.422245	107.000000
1679617747.145000	-86.759796	-11.762938	107.000000
1679617790.568000	-86.348236	-9.089947	107.000000
1679617861.088000	-85.690094	-5.381407	107.000000
1679617947.865000	-84.641663	-0.337483	107.000000
1679618018.500000	-83.750153	3.311424	107.000000
1679618061.463000	-83.063965	5.869922	107.000000
1679618132.104000	-81.977509	9.453395	107.000000
1679618177.643000	-81.081055	12.115685	107.000000
1679618248.309000	-79.768555	15.615859	107.000000
1679618291.141000	-78.746796	18.054611	107.000000
1679618361.747000	-77.145050	21.452293	107.000000
1679618421.815000	-75.423218	24.677307	107.000000
1679618492.819000	-73.424255	27.933071	107.000000
1679618535.207000	-71.890503	30.141420	107.000000
1679618606.256000	-69.456665	33.229885	107.000000
1679618652.188000	-67.436249	35.462097	107.000000
1679618721.582000	-64.544250	38.237137	107.000000
1679618765.368000	-62.217041	40.167343	107.000000
1679618834.745000	-58.720032	42.647831	107.000000
1679618895.994000	-54.818848	44.910583	107.000000
1679618965.773000	-50.516205	46.932255	107.000000
1679619009.227000	-47.146759	48.223412	107.000000
1679619079.032000	-42.131409	49.729584	107.000008
1679619125.360000	-38.036774	50.665848	107.000000
1679619195.333000	-32.444702	51.533543	107.000000
1679619238.582000	-28.294708	51.916618	107.000000
1679619308.419000	-22.425232	52.092564	107.000000
1679619369.456000	-16.617706	51.860916	107.000000
1679619439.304000	-10.903564	51.205070	107.000000
1679619482.717000	-6.922699	50.505665	107.000000
1679619552.395000	-1.696625	49.197990	107.000000
1679619599.015000	2.096122	47.965378	107.000000
1679619668.640000	6.624157	46.101135	107.000000
1679619712.330000	9.678905	44.575428	107.000000
1679619781.755000	13.504816	42.273167	107.000000
1679619870.205000	18.283884	38.670349	107.000000
1679619939.328000	21.205338	35.928207	107.000000
1679619983.395000	23.190086	33.805374	107.000000
1679620052.237000	25.605114	30.842657	107.000000
1679620098.747000	27.319918	28.447689	107.000000
1679620169.468000	29.339128	25.214180	107.000000
1679620212.172000	30.639795	22.885506	107.000000
1679620282.544000	32.317047	19.528046	107.000000
1679620343.096000	33.772568	16.176825	107.000000
1679620413.561000	35.106728	12.698190	107.000000
1679620456.455000	35.968407	10.193827	107.000000
1679620526.879000	37.072174	6.631140	107.000000
1679620572.768000	37.820885	3.903694	107.000000
1679620643.205000	38.718796	0.263970	107.000000
1679620686.084000	39.299030	-2.326905	107.000000
1679620756.578000	40.030373	-6.019612	107.000000
1679620816.859000	40.658184	-9.622997	107.000000
1679620887.724000	41.212242	-13.375277	107.000000
1679620931.031000	41.565937	-16.049362	107.000000
1679621000.079000	41.964752	-19.740030	107.000000
1679621046.890000	42.229019	-22.636820	107.000000
1679621116.691000	42.503536	-26.379425	107.000000
1679621159.847000	42.644650	-29.084766	107.000000
1679621230.130000	42.776218	-32.874706	107.000000
1679621290.488000	42.807594	-36.572952	107.000008
1679621361.470000	42.749519	-40.409451	107.000000
1679621404.287000	42.636707	-43.102238	107.000008
1679621473.762000	42.359684	-46.862968	107.000000
1679621520.106000	42.046162	-49.760895	107.000000
1679621590.370000	41.457863	-53.553123	107.000000
1679621632.808000	40.906693	-56.212730	107.000000
1679621703.445000	39.857250	-60.012657	107.000000
1679621790.786000	37.645927	-65.185974	107.000000
1679621860.230000	35.259365	-68.845078	107.000000
1679621903.293000	32.884460	-71.438507	107.000000
1679621973.015000	28.046209	-74.966492	107.000000
1679622019.122000	22.393204	-77.545013	107.000000
1679622089.339000	10.234312	-80.608932	107.000000
1679622131.700000	-3.770874	-82.322311	107.000000
1679622201.930000	-33.690552	-83.460197	107.000000
1679622262.548000	-63.743256	-82.531418	107.000000
1679622332.746000	-83.313568	-80.062874	107.000000
1679622375.189000	-91.603088	-77.889755	107.000000
1679622445.254000	-98.997223	-74.502472	107.000000
1679622491.506000	-102.656281	-71.794388	107.000000
1679622561.323000	-105.947388	-68.170212	107.000000
1679622604.467000	-107.645325	-65.531281	107.000000
1679622673.825000	-109.348083	-61.838791	107.000000
1679622735.597000	-110.592194	-58.095688	107.000000
1679622804.463000	-111.471130	-54.393856	107.000000
1679622847.685000	-111.943787	-51.685188	107.000000
1679622917.961000	-112.424652	-47.885853	107.000000
1679622964.254000	-112.685974	-44.992458	107.000000
1679623033.929000	-112.882050	-41.225674	107.000000
1679623077.488000	-112.962418	-38.489578	107.000000
1679623146.536000	-112.971527	-34.759407	107.000000
1679623207.806000	-112.892548	-31.014618	107.000000
1679623278.085000	-112.715286	-27.228966	107.000008
1679623321.147000	-112.543610	-24.535198	107.000000
1679623390.876000	-112.223663	-20.794333	107.000000
1679623437.769000	-111.930237	-17.897449	107.000008
1679623507.019000	-111.485199	-14.217478	107.000000
1679623550.243000	-111.109528	-11.548402	107.000000
1679623621.217000	-110.510361	-7.799194	107.000000
1679623752.700000	-109.008118	-0.264561	107.000000
1679623823.214000	-108.117371	3.376019	107.000000
1679623866.046000	-107.427368	5.936823	107.000000
1679623936.460000	-106.345581	9.508811	107.000000
1679623982.224000	-105.447128	12.171434	107.000000
1679624052.741000	-104.132416	15.667588	106.999992
1679624095.557000	-103.108276	18.109814	107.000000
1679624166.085000	-101.512177	21.503567	107.000000
1679624226.302000	-99.781372	24.725159	107.000000
1679624297.071000	-97.786377	27.974514	106.999992
1679624339.473000	-96.244324	30.188442	107.000000
1679624410.487000	-93.807251	33.268978	107.000000
1679624456.447000	-91.787354	35.496132	107.000000
1679624525.821000	-88.897247	38.268208	107.000000
1679624569.515000	-86.559235	40.197472	107.000000
1679624638.966000	-83.050720	42.674103	107.000000
1679624700.194000	-79.157257	44.934151	107.000000
1679624769.990000	-74.839111	46.961067	107.000000
1679624813.229000	-71.466797	48.243065	107.000000
1679624883.083000	-66.460388	49.752430	107.000000
1679624929.316000	-62.376099	50.670986	107.000000
1679624999.368000	-56.769379	51.539696	107.000000
1679625042.384000	-52.633911	51.922867	107.000000
1679625112.364000	-46.757263	52.093853	107.000000
1679625173.278000	-40.968811	51.860104	107.000000
1679625243.257000	-35.243683	51.202644	106.999992
1679625286.447000	-31.275543	50.500927	107.000000
1679625356.250000	-26.051544	49.188385	107.000000
1679625402.687000	-22.271484	47.964966	107.000000
1679625472.424000	-17.733337	46.091003	107.000000
1679625515.966000	-14.685883	44.567642	107.000000
1679625585.386000	-10.868530	42.266766	107.000000
1679625672.740000	-6.143036	38.707329	107.000000
1679625743.871000	-3.121643	35.877426	107.000000
1679625786.208000	-1.209747	33.832771	107.000000
1679625857.119000	1.267046	30.775034	107.000000
1679625902.662000	2.948548	28.428497	107.000000
1679625973.305000	4.973829	25.196667	107.000000
1679626016.152000	6.280176	22.859598	107.000008
1679626086.605000	7.945172	19.497917	107.000000
1679626147.071000	9.401808	16.149920	107.000000
1679626217.547000	10.730215	12.667460	107.000000
1679626260.469000	11.597660	10.157973	107.000000
1679626330.787000	12.700176	6.599950	107.000000
1679626376.651000	13.448065	3.874632	107.000000
1679626447.319000	14.348734	0.233688	107.000000
1679626490.007000	14.930400	-2.352822	107.000000
1679626560.725000	15.650454	-6.056291	107.000000
1679626620.888000	16.283382	-9.654059	107.000000
1679626691.788000	16.839485	-13.413473	107.000000
1679626734.124000	17.174210	-16.037907	107.000000
1679626805.474000	17.598511	-19.852180	107.000000
1679626851.229000	17.855247	-22.688404	107.000000
1679626921.112000	18.125221	-26.439096	107.000000
1679626964.141000	18.275944	-29.134525	107.000000
1679627034.514000	18.397753	-32.932468	107.000000
1679627094.760000	18.437002	-36.625961	107.000000
1679627165.877000	18.362446	-40.471386	107.000000
1679627208.603000	18.260712	-43.161888	106.999992
1679627278.164000	17.976490	-46.923161	107.000000
1679627324.573000	17.656359	-49.817379	107.000000
1679627394.946000	17.059998	-53.621208	107.000008
1679627437.322000	16.516972	-56.277767	106.999992
1679627507.950000	15.449063	-60.077869	107.000000
1679627594.639000	13.245209	-65.214462	107.000000
1679627666.402000	10.751328	-69.003815	107.000000
1679627708.329000	8.396309	-71.534096	107.000000
1679627778.352000	3.466569	-75.071167	107.000000
1679627824.425000	-2.243988	-77.640717	107.000000
1679627894.845000	-14.687958	-80.697716	107.000000
1679627937.190000	-28.930389	-82.387924	107.000000
1679628007.927000	-59.431671	-83.464211	107.000000
1679628068.501000	-89.178345	-82.457466	107.000000
1679628138.791000	-108.278061	-79.948036	107.000000
1679628181.234000	-116.382690	-77.752792	107.000000
1679628251.663000	-123.631226	-74.340759	107.000000
1679628297.615000	-127.204102	-71.646477	107.000000
1679628367.658000	-130.439835	-68.000259	107.000000
1679628410.675000	-132.128601	-65.367264	107.000008
1679628480.217000	-133.790741	-61.666752	107.000000
1679628541.894000	-135.028595	-57.925972	107.000000
1679628610.702000	-135.878967	-54.225571	107.000000
1679628654.115000	-136.358109	-51.505611	107.000008
1679628724.299000	-136.822540	-47.712276	107.000000
1679628770.762000	-137.084351	-44.809361	107.000000
1679628840.311000	-137.271835	-41.044426	106.999992
1679628883.246000	-137.347351	-38.342045	107.000000
1679628954.135000	-137.345901	-34.512501	106.999992
1679629014.508000	-137.266235	-30.813612	107.000000
1679629084.774000	-137.083160	-27.034063	107.000000
1679629127.988000	-136.919174	-24.327883	107.000000
1679629197.783000	-136.591156	-20.597969	107.000000
1679629244.552000	-136.297806	-17.699253	107.000000
1679629313.961000	-135.837845	-14.012644	107.000000
1679629357.075000	-135.468094	-11.346798	107.000000
1679629428.088000	-134.854248	-7.599268	107.000008
1679629514.739000	-133.886703	-2.531837	107.000008
1679629585.471000	-133.054169	1.127511	107.000000
1679629628.420000	-132.415588	3.709189	107.000000
1679629698.788000	-131.405533	7.304112	107.000000
1679629744.663000	-130.569763	10.001402	107.000000
1679629815.222000	-129.336472	13.522512	107.000000
1679629858.120000	-128.385071	15.995977	107.000000
1679629928.597000	-126.892670	19.429104	107.000000
1679629988.872000	-125.272583	22.702974	107.000000
1679630059.701000	-123.415985	26.004522	107.000000
1679630102.214000	-121.967056	28.264923	107.000000
1679630173.212000	-119.699890	31.412855	107.000000
1679630218.404000	-117.844574	33.672920	107.000000
1679630289.724000	-115.062729	36.607624	107.000000
1679630332.679000	-112.913956	38.583298	107.000000
1679630402.022000	-109.639709	41.170341	107.000000
1679630463.356000	-105.971970	43.573502	107.000000
1679630533.092000	-101.913452	45.742004	107.000000
1679630576.533000	-98.719604	47.166698	107.000000
1679630646.344000	-93.942810	48.861656	107.000000
1679630692.645000	-90.016418	49.963757	107.000000
1679630762.702000	-84.591339	51.060982	107.000000
1679630805.835000	-80.532257	51.611450	107.000000
1679630875.908000	-74.696869	52.040672	107.000000
1679630936.630000	-68.880188	52.055824	107.000000
1679631006.903000	-63.051575	51.641975	107.000000
1679631050.131000	-58.967987	51.107487	107.000000
1679631120.001000	-53.537079	50.016441	107.000000
1679631166.281000	-49.581726	48.943428	107.000000
1679631236.322000	-44.793457	47.247131	107.000000
1679631279.783000	-41.576935	45.844582	107.000000
1679631349.367000	-37.503632	43.681236	107.000000
1679631437.372000	-32.429260	40.258598	107.000000
1679631506.871000	-29.284454	37.594597	107.000000
1679631549.999000	-27.203247	35.580658	107.000000
1679631621.097000	-24.542023	32.591797	107.000000
1679631666.390000	-22.748108	30.303934	107.000000
1679631737.399000	-20.580444	27.112122	107.000000
1679631780.089000	-19.185516	24.820997	107.000000
1679631850.743000	-17.403381	21.492985	107.000000
1679631910.984000	-15.839050	18.191477	107.000000
1679631981.757000	-14.412903	14.732656	107.000008
1679632024.691000	-13.489655	12.243350	107.000000
1679632095.202000	-12.316711	8.702559	107.000000
1679632140.841000	-11.505310	6.008745	107.000000
1679632211.688000	-10.545288	2.375614	107.000000
1679632254.477000	-9.921814	-0.204148	107.000008
1679632325.179000	-9.141479	-3.891259	107.000000
1679632385.148000	-8.467896	-7.479825	107.000000
1679632456.369000	-7.856140	-11.228521	107.000000
1679632498.691000	-7.479828	-13.848475	107.000000
1679632570.025000	-7.008698	-17.651649	107.000000
1679632615.702000	-6.723877	-20.490009	107.000000
1679632685.737000	-6.397583	-24.230997	107.000000
1679632729.072000	-6.218689	-26.943867	106.999992
1679632799.501000	-6.039124	-30.732653	107.000000
1679632859.670000	-5.952362	-34.429581	107.000000
1679632930.998000	-5.965454	-38.280018	107.000000
1679632973.688000	-6.033691	-40.967094	107.000000
1679633043.501000	-6.226440	-44.736046	107.000000
1679633089.672000	-6.473755	-47.643574	107.000000
1679633160.240000	-6.942291	-51.443031	107.000000
1679633202.780000	-7.395752	-54.117393	107.000000
1679633273.685000	-8.275848	-57.936684	107.000000
1679633405.561000	-11.358398	-65.657074	107.000000
1679633475.487000	-13.879028	-69.319656	107.000000
1679633518.264000	-16.396179	-71.898026	107.000000
1679633588.429000	-21.527710	-75.429619	107.000000
1679633634.269000	-27.595734	-77.976952	107.000000
1679633704.820000	-40.744629	-80.979080	107.000000
1679633747.232000	-55.911926	-82.587486	107.000000
1679633817.712000	-87.099854	-83.452614	107.000000
1679633877.990000	-115.894058	-82.264679	107.000000
1679633948.660000	-134.014572	-79.649307	107.000000
1679633991.067000	-141.667389	-77.428566	107.000000
1679634061.289000	-148.550522	-74.000290	107.000000
1679634107.393000	-151.992767	-71.280785	107.000008
1679634177.475000	-155.089233	-67.637245	107.000000
1679634220.590000	-156.705276	-64.988594	107.000000
1679634290.125000	-158.318604	-61.287914	107.000000
1679634350.621000	-159.486359	-57.603260	106.999992
1679634421.718000	-160.337830	-53.779713	107.000000
1679634464.008000	-160.789917	-51.119938	107.000000
1679634534.318000	-161.241333	-47.322372	107.000000
1679634580.480000	-161.488312	-44.420563	107.000000
1679634650.354000	-161.658875	-40.659988	107.000000
1679634693.968000	-161.742432	-37.916355	107.000000
1679634762.986000	-161.725922	-34.194901	107.000000
1679634824.093000	-161.633163	-30.451921	107.000000
1679634894.541000	-161.445557	-26.666279	107.000000
1679634937.632000	-161.262741	-23.968525	107.000000
1679635007.389000	-160.934525	-20.235079	107.000000
1679635054.030000	-160.631729	-17.337070	107.000000
1679635123.459000	-160.165939	-13.656786	107.000000
1679635166.718000	-159.788544	-10.985289	107.000000
1679635237.522000	-159.173523	-7.250210	107.000000
1679635324.206000	-158.188904	-2.187909	107.000000
1679635394.866000	-157.353302	1.470746	107.000000
1679635437.750000	-156.710220	4.045959	106.999992
1679635508.163000	-155.684372	7.640739	106.999992
1679635553.847000	-154.839966	10.320469	107.000000
1679635624.400000	-153.603516	13.838780	107.000000
1679635667.307000	-152.639633	16.309338	107.000000
1679635737.805000	-151.126617	19.728003	107.000000
1679635797.939000	-149.505112	22.995024	107.000000
1679635868.837000	-147.617859	26.292622	107.000000
1679635911.329000	-146.159119	28.542191	107.000000
1679635982.292000	-143.869125	31.685251	107.000000
1679636027.371000	-141.998810	33.923214	107.000008
1679636098.670000	-139.195267	36.860725	107.000000
1679636141.648000	-137.024734	38.824104	107.000000
1679636210.999000	-133.708923	41.386288	107.000000
1679636272.153000	-130.024109	43.767296	107.000000
1679636342.144000	-125.915405	45.928097	107.000000
1679636385.450000	-122.702316	47.327595	106.999992
1679636455.302000	-117.891617	49.000076	107.000000
1679636501.365000	-113.943405	50.063263	107.000000
1679636571.610000	-108.486267	51.135700	107.000000
1679636614.754000	-104.412964	51.668774	107.000008
1679636684.768000	-98.578125	52.056580	107.000000
1679636745.435000	-92.789856	52.032860	107.000000
1679636815.662000	-86.951782	51.583298	107.000000
1679636858.769000	-82.892365	51.031963	107.000000
1679636928.558000	-77.491821	49.920879	107.000000
1679636974.919000	-73.570007	48.825089	107.000000
1679637044.804000	-68.808777	47.099373	107.000000
1679637088.310000	-65.604309	45.685211	107.000000
1679637157.810000	-61.577728	43.495255	107.000000
1679637245.753000	-56.549042	40.050404	107.000000
1679637315.231000	-53.426178	37.387878	107.000000
1679637358.282000	-51.375671	35.361565	107.000000
1679637429.298000	-48.732574	32.365124	107.000000
1679637474.576000	-46.962463	30.078659	107.000000
1679637545.492000	-44.804871	26.881578	107.000000
1679637588.190000	-43.422333	24.584925	107.000000
1679637658.814000	-41.659485	21.247206	107.000000
1679637719.148000	-40.114258	17.946852	107.000000
1679637789.709000	-38.699707	14.483473	107.000000
1679637832.574000	-37.782837	11.995689	107.000000
1679637903.011000	-36.615326	8.452447	107.000000
1679637948.724000	-35.817871	5.753359	107.000000
1679638019.383000	-34.862671	2.125622	107.000000
1679638062.099000	-34.252380	-0.450751	107.000000
1679638132.810000	-33.471069	-4.130260	107.000000
1679638192.782000	-32.800446	-7.709983	107.000000
1679638263.899000	-32.202820	-11.469859	107.000000
1679638306.114000	-31.826691	-14.084155	107.000008
1679638377.430000	-31.367249	-17.885250	107.000000
1679638423.085000	-31.073181	-20.713999	107.000000
1679638492.929000	-30.763336	-24.459410	107.000000
1679638536.042000	-30.585846	-27.154270	107.000000
1679638606.272000	-30.409729	-30.936478	107.000000
1679638666.488000	-30.328247	-34.627022	107.000000
1679638737.556000	-30.334900	-38.470284	107.000000
1679638779.422000	-30.411438	-41.109474	107.000000
1679638850.989000	-30.620300	-44.986328	107.000000
1679638896.187000	-30.869141	-47.819286	107.000000
1679638966.533000	-31.349365	-51.617851	107.000000
1679639008.956000	-31.799927	-54.285049	107.000000
1679639079.581000	-32.701172	-58.086060	107.000000
1679639165.925000	-34.544495	-63.225216	107.000000
1679639237.610000	-36.585083	-67.032593	107.000000
1679639279.630000	-38.502899	-69.595695	107.000000
1679639349.383000	-42.353516	-73.187614	107.000000
1679639395.466000	-46.720428	-75.845276	107.000000
1679639465.770000	-55.854492	-79.126122	107.000000
1679639508.227000	-66.244049	-81.152901	107.000000
1679639578.484000	-90.541382	-83.133530	107.000000
1679639638.833000	-122.376007	-83.259171	107.000000
1679639709.274000	-148.040421	-81.435303	107.000000
1679639751.615000	-159.181763	-79.478958	107.000000
1679639821.781000	-168.876663	-76.240608	107.000000
1679639867.746000	-173.502151	-73.612404	107.000000
1679639937.872000	-177.570709	-70.012062	107.000000
1679639980.672000	-179.620636	-67.409927	107.000000
1679640050.258000	178.326706	-63.727322	107.000000
1679640111.482000	176.849594	-60.025352	107.000000
1679640180.727000	175.823654	-56.308144	107.000000
1679640223.631000	175.241455	-53.620575	107.000000
1679640294.114000	174.655975	-49.815331	107.000000
1679640339.967000	174.336655	-46.945251	107.000000
1679640410.027000	174.061371	-43.162270	107.000000
1679640453.231000	173.950653	-40.441017	107.000000
1679640522.606000	173.882629	-36.695076	107.000000
1679640583.478000	173.905502	-32.967323	107.000000
1679640654.207000	174.046402	-29.153772	107.000000
1679640696.978000	174.185410	-26.471849	107.000000
1679640766.977000	174.457535	-22.715975	107.000000
1679640813.374000	174.720840	-19.834923	107.000000
1679640883.001000	175.131119	-16.131174	107.000000
1679640926.926000	175.475479	-13.413971	107.000000
1679640995.952000	176.022461	-9.765596	106.999992
1679641197.111000	178.305054	1.643697	107.000000
1679641267.665000	179.254974	5.268095	107.000000
1679641313.219000	-179.964325	7.961563	107.000000
1679641383.984000	-178.814026	11.526560	107.000000
1679641426.893000	-177.914459	14.017117	107.000000
1679641497.509000	-176.510529	17.488264	107.000000
1679641557.613000	-174.996460	20.793242	107.000000
1679641628.608000	-173.247406	24.148056	107.000000
1679641671.104000	-171.895752	26.442005	107.000008
1679641742.103000	-169.768356	29.654411	107.000000
1679641788.204000	-167.991196	32.005516	107.000000
1679641857.658000	-165.450912	34.928963	107.000000
1679641901.415000	-163.408142	37.007507	106.999992
1679641970.886000	-160.327454	39.699898	107.000000
1679642032.054000	-156.888107	42.218281	107.000000
1679642101.938000	-153.051514	44.522789	107.000000
1679642145.239000	-150.033859	46.051086	107.000000
1679642215.202000	-145.477554	47.921589	107.000000
1679642261.325000	-141.736420	49.154484	107.000000
1679642331.618000	-136.472382	50.471825	107.000000
1679642374.608000	-132.531952	51.190842	107.000000
1679642444.782000	-126.792343	51.843449	107.000000
1679642505.346000	-121.025711	52.095715	106.999992
1679642575.659000	-115.130035	51.926838	107.000000
1679642618.684000	-110.982544	51.560139	107.000000
1679642688.718000	-105.383209	50.686138	107.000000
1679642734.875000	-101.293396	49.768986	107.000000
1679642804.984000	-96.266205	48.257870	107.000000
1679642848.379000	-92.879272	46.980118	107.000000
1679642917.993000	-88.567474	44.965641	107.000000
1679643050.732000	-80.829163	39.983707	107.000000
1679643120.107000	-77.737335	37.315319	107.000000
1679643163.265000	-75.683899	35.284641	107.000008
1679643234.307000	-73.054474	32.282784	107.000000
1679643279.593000	-71.283142	29.986681	107.000000
1679643350.556000	-69.135010	26.792744	107.000000
1679643393.353000	-67.752838	24.490334	107.000000
1679643463.937000	-65.992279	21.155287	107.000000
1679643524.289000	-64.444427	17.838760	107.000000
1679643594.766000	-63.041382	14.390457	107.000000
1679643637.794000	-62.123077	11.894165	107.000000
1679643708.187000	-60.967346	8.347752	107.000000
1679643753.890000	-60.163849	5.641925	107.000000
1679643824.568000	-59.213593	2.022543	107.000000
1679643867.407000	-58.601746	-0.563022	107.000000
1679643938.075000	-57.831848	-4.245223	107.000000
1679643997.901000	-57.171539	-7.827810	107.000000
1679644069.054000	-56.555450	-11.573648	107.000000
1679644111.328000	-56.193451	-14.193321	107.000000
1679644182.640000	-55.732635	-17.991901	107.000000
1679644228.223000	-55.445801	-20.826336	107.000000
1679644298.167000	-55.132111	-24.566883	107.000000
1679644341.390000	-54.953491	-27.271858	107.000000
1679644411.680000	-54.789795	-31.054665	107.000000
1679644471.785000	-54.704834	-34.742645	107.000000
1679644542.878000	-54.717346	-38.584023	107.000000
1679644584.741000	-54.788574	-41.227142	107.000000
1679644656.306000	-55.006134	-45.100281	107.000000
1679644701.549000	-55.263611	-47.949696	107.000000
1679644771.958000	-55.746521	-51.740150	106.999992
1679644814.401000	-56.216797	-54.409149	107.000000
1679644885.175000	-57.137939	-58.216442	107.000000
1679644971.402000	-58.973083	-63.351654	107.000000
1679645043.000000	-61.022400	-67.142365	107.000000
1679645085.298000	-62.986267	-69.726746	107.000000
1679645155.135000	-66.913635	-73.315826	106.999992
1679645201.308000	-71.374603	-75.981110	107.000000
1679645271.565000	-80.656281	-79.240768	107.000000
1679645314.009000	-91.309052	-81.246735	107.000000
1679645384.247000	-116.040848	-83.175934	107.000000
1679645444.637000	-147.912598	-83.225471	107.000000
1679645515.157000	-173.151047	-81.334381	107.000000
1679645557.541000	175.960541	-79.356422	107.000000
1679645627.843000	166.445587	-76.096550	107.000000
1679645673.895000	161.881317	-73.455498	107.000008
1679645744.059000	157.894104	-69.857162	107.000000
1679645787.029000	155.873093	-67.240982	106.999992
1679645856.679000	153.868332	-63.551933	107.000000
1679645917.969000	152.403854	-59.846527	107.000000
1679645987.282000	151.397217	-56.126617	107.000000
1679646030.194000	150.835190	-53.435532	107.000000
1679646100.798000	150.258789	-49.623573	107.000000
1679646146.609000	149.945114	-46.750626	107.000000
1679646216.802000	149.675644	-42.962917	107.000000
1679646260.054000	149.555359	-40.242565	107.000000
1679646329.358000	149.495422	-36.498554	107.000000
1679646390.153000	149.535934	-32.767525	106.999992
1679646461.050000	149.672974	-28.954273	107.000000
1679646503.897000	149.815979	-26.266783	107.000000
1679646573.998000	150.102432	-22.507999	107.000000
1679646620.387000	150.358795	-19.626020	107.000000
1679646690.141000	150.779816	-15.915606	107.000000
1679646733.974000	151.129608	-13.202724	107.000000
1679646803.170000	151.680252	-9.546087	107.000000
1679646890.665000	152.597458	-4.417481	107.000000
1679646961.564000	153.369919	-0.724628	107.000008
1679647004.494000	153.978104	1.870377	107.000000
1679647075.000000	154.933899	5.487028	107.000000
1679647120.745000	155.717712	8.192170	107.000000
