#Model files used:	unknown
#Model used:	TIEGCM
#Coordinates:	GDZ	sph
#utc_time	c1	c2	c3
#[s]	[R_E]	[R_E]	[R_E]
1679647191.493000	156.884369	11.749748	107.000000
1679647234.415000	157.794098	14.243153	107.000000
1679647305.184000	159.208496	17.710722	107.000000
1679647365.150000	160.731262	21.012585	107.000008
1679647436.253000	162.492355	24.362930	106.999992
1679647478.676000	163.854584	26.649231	107.000000
1679647549.740000	165.999985	29.857178	106.999992
1679647594.908000	167.749481	32.151878	107.000000
1679647666.421000	170.387726	35.175495	107.000000
1679647709.352000	172.427795	37.201477	107.000000
1679647778.991000	175.534317	39.885647	107.000000
1679647840.080000	179.008560	42.386875	107.000000
1679647910.205000	-177.126480	44.689552	107.000000
1679647953.535000	-174.081238	46.203915	106.999992
1679648023.541000	-169.495758	48.054825	107.000000
1679648069.649000	-165.723419	49.264854	107.000000
1679648140.011000	-160.439758	50.552483	107.000000
1679648183.088000	-156.472198	51.255966	107.000000
1679648253.285000	-150.716858	51.875278	107.000000
1679648314.019000	-144.923309	52.100506	107.000000
1679648384.423000	-139.034454	51.890991	107.000000
1679648427.499000	-134.891937	51.495602	107.000000
1679648497.536000	-129.310760	50.592468	107.000000
1679648543.695000	-125.229065	49.660019	107.000000
1679648657.209000	-116.881348	46.812637	107.000000
1679648726.975000	-112.594467	44.775932	107.000000
1679648814.840000	-107.260376	41.497643	107.000000
1679648884.447000	-103.933624	38.929962	107.000000
1679648927.593000	-101.734589	36.967793	107.000000
1679648998.709000	-98.929138	34.041710	107.000000
1679649043.815000	-97.044067	31.806002	107.000000
1679649114.931000	-94.736511	28.665581	107.000000
1679649157.611000	-93.267151	26.406437	107.000000
1679649228.387000	-91.377899	23.111408	107.000000
1679649288.568000	-89.736053	19.849556	107.000000
1679649359.443000	-88.235748	16.405930	107.000000
1679649402.431000	-87.252930	13.939655	107.000000
1679649472.987000	-86.010254	10.412111	107.000000
1679649518.748000	-85.153259	7.735649	107.000000
1679649589.413000	-84.138702	4.127181	107.000000
1679649632.393000	-83.477905	1.546638	107.000000
1679649703.009000	-82.646088	-2.117018	107.000000
1679649763.094000	-81.932007	-5.694917	107.000000
1679649834.258000	-81.283081	-9.435328	107.000000
1679649876.746000	-80.870758	-12.058662	107.000008
1679649947.977000	-80.369781	-15.843227	107.000000
1679649993.819000	-80.043732	-18.682327	107.000000
1679650063.618000	-79.683777	-22.410521	107.000000
1679650107.038000	-79.481934	-25.120974	107.000000
1679650177.260000	-79.261108	-28.897934	107.000000
1679650237.617000	-79.130371	-32.598312	107.000000
1679650308.758000	-79.081055	-36.437325	107.000000
1679650350.914000	-79.122131	-39.091225	107.000000
1679650422.430000	-79.258911	-42.963512	107.000000
1679650467.911000	-79.453766	-45.820244	107.000000
1679650538.277000	-79.837311	-49.617081	107.000000
1679650580.964000	-80.219482	-52.301079	107.000000
1679650651.636000	-80.977417	-56.113758	107.000000
1679650738.048000	-82.503357	-61.276814	107.000000
1679650809.729000	-84.207977	-65.098213	107.000000
1679650852.059000	-85.776062	-67.700989	107.000000
1679650921.908000	-88.902710	-71.335365	107.000008
1679650967.980000	-92.359406	-74.055557	107.000000
1679651038.483000	-99.312836	-77.485535	107.000000
1679651080.997000	-107.029114	-79.706749	107.000000
1679651151.486000	-125.399658	-82.293854	107.000000
1679651211.781000	-154.337921	-83.458763	107.000000
1679651282.467000	174.615585	-82.541153	107.000000
1679651324.783000	159.585266	-80.928085	107.000000
1679651395.302000	146.589828	-77.906174	107.000000
1679651441.129000	140.595245	-75.365234	107.000000
1679651511.547000	135.493408	-71.823387	107.000000
1679651554.299000	132.994995	-69.249763	107.000000
1679651624.087000	130.503693	-65.579102	107.000008
1679651685.246000	128.775452	-61.885849	107.000000
1679651754.694000	127.536942	-58.176659	107.000000
1679651797.648000	126.859009	-55.490952	107.000000
1679651868.319000	126.165215	-51.676380	107.000000
1679651914.124000	125.761482	-48.810257	107.000000
1679651984.421000	125.428879	-45.015190	107.000000
1679652027.525000	125.261856	-42.297981	107.000000
1679652097.063000	125.141365	-38.546978	107.000000
1679652157.841000	125.119614	-34.814865	107.000000
1679652228.782000	125.215385	-30.995045	107.000000
1679652271.481000	125.321495	-28.314268	107.000000
1679652341.637000	125.553146	-24.541920	107.000000
1679652388.122000	125.788300	-21.653650	107.000000
1679652457.767000	126.159149	-17.935013	107.000000
1679652501.821000	126.476852	-15.202715	107.000000
1679652570.920000	126.988388	-11.542892	107.000000
1679652703.288000	128.309616	-3.895986	107.000000
1679652773.910000	129.098846	-0.230248	107.000000
1679652816.851000	129.717682	2.359040	106.999992
1679652887.314000	130.686295	5.969190	107.000000
1679652933.093000	131.485382	8.677781	107.000000
1679653003.702000	132.665726	12.218563	107.000008
1679653046.606000	133.583618	14.705281	107.000000
1679653117.203000	135.018860	18.162491	107.000000
1679653177.433000	136.567200	21.460682	107.000000
1679653248.218000	138.358261	24.788570	107.000000
1679653290.830000	139.738678	27.082792	107.000000
1679653361.785000	141.918243	30.265896	107.000000
1679653406.945000	143.696289	32.558796	107.000000
1679653478.312000	146.366013	35.545883	107.000000
1679653521.284000	148.428680	37.569851	107.000000
1679653590.730000	151.577560	40.218582	107.000000
1679653652.056000	155.096420	42.698444	107.000000
1679653721.815000	159.010101	44.962112	107.000000
1679653765.180000	162.093781	46.457001	107.000000
1679653835.130000	166.726334	48.273624	107.000000
1679653881.459000	170.551926	49.456142	107.000000
1679653951.537000	175.863861	50.697899	107.000000
1679653994.938000	179.877777	51.366440	107.000000
1679654064.986000	-174.353531	51.929192	107.000000
1679654125.889000	-168.542786	52.092690	106.999992
1679654196.044000	-162.671860	51.836220	107.000000
1679654239.437000	-158.521103	51.404041	107.000000
1679654309.360000	-152.987076	50.444622	107.000000
1679654355.832000	-148.921875	49.469433	107.000000
1679654425.769000	-143.998291	47.890724	107.000000
1679654469.403000	-140.660156	46.552982	107.000000
1679654538.997000	-136.442963	44.472641	107.000000
1679654627.218000	-131.153534	41.162010	107.000000
1679654696.472000	-127.897324	38.572678	107.000000
1679654739.721000	-125.729492	36.589668	107.000000
1679654810.748000	-122.963654	33.644794	107.000000
1679654856.085000	-121.099548	31.388491	107.000000
1679654927.045000	-118.836380	28.241884	107.000000
1679654969.912000	-117.376984	25.967375	107.000008
1679655040.479000	-115.528290	22.667805	107.000000
1679655100.820000	-113.907471	19.385319	107.000000
1679655171.314000	-112.421539	15.962455	107.000000
1679655214.311000	-111.467209	13.479336	106.999992
1679655284.801000	-110.240234	9.954794	107.000000
1679655330.587000	-109.403412	7.258528	107.000000
1679655401.210000	-108.399506	3.658031	107.000000
1679655444.053000	-107.748962	1.088184	107.000000
1679655514.706000	-106.928406	-2.581748	107.000000
1679655574.817000	-106.231583	-6.166887	107.000000
1679655645.785000	-105.584534	-9.902826	107.000000
1679655688.353000	-105.186401	-12.527234	107.000000
1679655759.656000	-104.699142	-16.319479	107.000000
1679655805.672000	-104.375687	-19.164017	107.000000
1679655875.232000	-104.028564	-22.888565	107.000008
1679655918.544000	-103.831238	-25.591591	107.000000
1679655988.723000	-103.619232	-29.367050	107.000000
1679656049.024000	-103.507629	-33.071861	107.000008
1679656120.043000	-103.468140	-36.894806	107.000000
1679656162.128000	-103.500854	-39.548416	107.000000
1679656233.612000	-103.664337	-43.414841	107.000000
1679656279.040000	-103.874969	-46.271214	107.000008
1679656349.190000	-104.278931	-50.055672	107.000000
1679656391.867000	-104.679657	-52.733490	107.000000
1679656462.446000	-105.439590	-56.540745	107.000000
1679656549.007000	-107.055099	-61.711655	107.000000
1679656620.459000	-108.819321	-65.516167	107.000000
1679656662.687000	-110.458801	-68.100227	107.000008
1679656732.449000	-113.735855	-71.729004	107.000008
1679656778.525000	-117.337250	-74.441780	107.000000
1679656848.852000	-124.673798	-77.835182	107.000000
1679656891.297000	-132.853485	-80.017769	107.000000
1679656961.670000	-152.323181	-82.501816	106.999992
1679657021.952000	177.782486	-83.464790	107.000000
1679657092.471000	147.678986	-82.353050	107.000000
1679657134.833000	133.491043	-80.657089	107.000000
1679657205.105000	121.259247	-77.591339	107.000000
1679657251.085000	115.570114	-75.020523	107.000000
1679657321.197000	110.705727	-71.478149	107.000000
1679657364.011000	108.309418	-68.897865	107.000000
1679657433.784000	105.927475	-65.221375	107.000000
1679657494.943000	104.228271	-61.524864	107.000000
1679657564.251000	103.064758	-57.821667	107.000000
1679657607.029000	102.397827	-55.144962	107.000000
1679657677.791000	101.730621	-51.324135	107.000000
1679657723.495000	101.351646	-48.460575	107.000000
1679657793.748000	101.018417	-44.671062	107.000000
1679657836.742000	100.858223	-41.964462	107.000000
1679657906.310000	100.752945	-38.206467	107.000000
1679657967.201000	100.741402	-34.476364	107.000000
1679658037.922000	100.840607	-30.661098	107.000000
1679658080.674000	100.953850	-27.976933	107.000000
1679658150.870000	101.200348	-24.208126	107.000000
1679658197.175000	101.430504	-21.323750	106.999992
1679658266.874000	101.815521	-17.611982	107.000000
1679658310.642000	102.142471	-14.899080	107.000000
1679658379.826000	102.654037	-11.228205	107.000000
1679658467.528000	103.514618	-6.079712	106.999992
1679658538.126000	104.242081	-2.385507	107.000000
1679658580.934000	104.816422	0.207462	107.000000
1679658651.469000	105.719604	3.842111	107.000000
1679658697.263000	106.466637	6.567290	107.000000
1679658767.753000	107.569878	10.128444	107.000008
1679658810.499000	108.426819	12.622895	107.000008
1679658881.275000	109.769844	16.125957	107.000000
1679658941.323000	111.216095	19.457527	107.000000
1679659012.235000	112.895737	22.833826	107.000000
1679659054.650000	114.181335	25.151937	107.000000
1679659125.661000	116.223892	28.395245	107.000000
1679659170.819000	117.887878	30.733936	106.999992
1679659242.255000	120.379051	33.802071	107.000000
1679659284.230000	122.266052	35.845360	107.000000
1679659355.809000	125.309074	38.682793	107.000000
1679659416.185000	128.563171	41.241669	107.000000
1679659485.830000	132.235611	43.634010	107.000000
1679659529.257000	135.145782	45.232025	107.000000
1679659599.119000	139.526566	47.217079	106.999992
1679659645.555000	143.176514	48.546898	107.000000
1679659715.617000	148.275757	49.994717	107.000000
1679659758.693000	152.139847	50.813206	107.000000
1679659828.797000	157.782562	51.628750	107.000000
1679659889.758000	163.537018	52.041142	107.000000
1679659959.696000	169.419449	52.045532	107.000000
1679660002.802000	173.608902	51.781425	107.000000
1679660072.876000	179.303406	51.060219	107.000000
1679660119.103000	-176.495209	50.260971	107.000000
1679660189.200000	-171.330582	48.884377	107.000000
1679660232.509000	-167.832672	47.691692	107.000000
1679660302.340000	-163.360382	45.771614	107.000000
1679660390.264000	-157.748932	42.659927	107.000000
1679660459.727000	-154.260941	40.174358	107.000000
1679660503.444000	-151.915802	38.245090	107.000000
1679660572.810000	-149.026917	35.479641	107.000000
1679660618.645000	-147.001419	33.245590	107.000000
1679660689.938000	-144.569092	30.164011	107.000000
1679660732.292000	-143.023132	27.950850	107.000000
1679660803.182000	-141.031342	24.697346	107.000000
1679660863.278000	-139.292786	21.470407	107.000000
1679660933.942000	-137.710678	18.080385	107.000000
1679660976.600000	-136.683304	15.642653	107.000000
1679661047.267000	-135.375473	12.140131	107.000000
1679661092.855000	-134.468048	9.478504	107.000008
1679661163.333000	-133.392426	5.908695	107.000000
1679661206.235000	-132.697937	3.340959	107.000000
1679661276.784000	-131.816666	-0.300800	107.000000
1679661337.139000	-131.048553	-3.871404	107.000000
1679661407.730000	-130.355682	-7.575664	107.000000
1679661450.197000	-129.915924	-10.189350	107.000000
1679661521.263000	-129.377182	-13.952694	107.000000
1679661566.330000	-129.027603	-16.740200	107.000000
1679661637.805000	-128.624680	-20.553392	107.000000
1679661680.301000	-128.382477	-23.215755	107.000000
1679661750.217000	-128.120544	-26.966293	107.000000
1679661810.849000	-127.949738	-30.675240	107.000000
1679661881.355000	-127.862747	-34.476536	107.000000
1679661923.553000	-127.848755	-37.136559	107.000000
1679661994.762000	-127.945129	-40.988159	107.000000
1679662040.371000	-128.078918	-43.848442	107.000000
1679662110.283000	-128.381836	-47.624699	107.000000
1679662152.953000	-128.699646	-50.311974	107.000000
1679662223.576000	-129.310730	-54.119545	107.000000
1679662354.746000	-131.479187	-61.848530	107.000008
1679662426.356000	-133.267532	-65.652374	107.000000
1679662468.447000	-134.917953	-68.239311	107.000000
1679662538.289000	-138.250992	-71.864288	107.000000
1679662584.279000	-141.926636	-74.563599	107.000000
1679662654.625000	-149.422821	-77.947708	107.000000
1679662696.915000	-157.723419	-80.114487	107.000000
1679662767.317000	-177.585190	-82.567200	107.000000
1679662827.627000	152.289490	-83.469330	107.000000
1679662898.162000	122.448334	-82.284119	107.000000
1679662940.367000	108.603020	-80.569542	107.000000
1679663010.770000	96.572090	-77.481003	107.000008
1679663056.675000	91.001518	-74.912109	107.000000
1679663126.798000	86.207458	-71.359665	107.000000
1679663169.557000	83.837784	-68.780746	107.000000
1679663239.377000	81.485680	-65.101395	107.000000
1679663300.644000	79.789757	-61.399910	106.999992
1679663369.786000	78.635376	-57.701366	107.000000
1679663412.724000	77.988144	-55.014488	107.000000
1679663483.377000	77.325363	-51.203983	107.000000
1679663529.266000	76.947571	-48.332130	107.000008
1679663599.263000	76.624161	-44.549759	107.000000
1679663642.538000	76.461670	-41.828541	107.000000
1679663711.937000	76.369850	-38.078892	107.000000
1679663772.792000	76.355972	-34.341011	107.000000
1679663843.537000	76.465485	-30.538458	107.000000
1679663886.382000	76.575035	-27.839336	107.000000
1679663956.262000	76.824387	-24.085920	107.000000
1679664002.781000	77.054230	-21.189575	107.000000
1679664072.376000	77.451103	-17.486792	107.000008
1679664116.286000	77.770927	-14.765923	107.000000
1679664185.404000	78.286987	-11.105157	107.000000
1679664273.010000	79.153427	-5.961766	107.000008
1679664343.675000	79.886902	-2.270962	107.000000
1679664386.435000	80.462822	0.321665	107.000000
1679664456.896000	81.365936	3.956241	107.000000
1679664502.716000	82.118233	6.672622	107.000000
1679664573.204000	83.230019	10.233418	107.000000
1679664615.992000	84.087097	12.739882	107.000000
1679664686.557000	85.430984	16.225126	107.000000
1679664746.911000	86.888718	19.563766	107.000000
1679664817.429000	88.563675	22.925766	107.000000
1679664860.128000	89.859352	25.255116	107.000000
1679664930.922000	91.903534	28.487946	107.000000
1679664976.211000	93.571373	30.820370	107.000000
1679665047.243000	96.064026	33.881588	107.000000
1679665090.281000	98.000381	35.961502	107.000000
1679665159.617000	100.956062	38.702065	107.000000
1679665221.096000	104.266289	41.295494	107.000000
1679665290.565000	107.937706	43.681358	107.000000
1679665334.040000	110.862839	45.276360	107.000000
1679665403.870000	115.248444	47.256775	107.000000
1679665450.285000	118.902252	48.585430	107.000000
1679665520.276000	124.002724	50.016361	107.000000
1679665563.414000	127.874870	50.837601	107.000000
1679665633.493000	133.521957	51.641834	107.000000
1679665694.480000	139.278412	52.053520	107.000000
1679665764.442000	145.162964	52.032722	107.000000
1679665807.459000	149.346283	51.766731	107.000000
1679665877.532000	155.036804	51.042770	107.000008
1679665923.615000	159.216217	50.234909	107.000000
1679665993.603000	164.375534	48.863865	107.000000
1679666036.956000	167.864441	47.658211	107.000000
1679666106.740000	172.333862	45.737659	107.000000
1679666194.639000	177.933228	42.617126	107.000000
1679666264.197000	-178.581116	40.135094	107.000008
1679666307.930000	-176.241440	38.202560	107.000000
1679666377.203000	-173.359375	35.431900	107.000000
